紅組,-1,-1,8660,名詞,一般,*,*,*,*,紅組,あかぐみ,アカグミ,赤組
赤児,-1,-1,8348,名詞,一般,*,*,*,*,赤児,あかご,アカゴ,赤子
アカシヤ,-1,-1,5200,名詞,一般,*,*,*,*,アカシヤ,あかしや,アカシヤ,アカシア
朱地,-1,-1,8646,名詞,一般,*,*,*,*,朱地,あかじ,アカジ,赤地
アガリスク,-1,-1,5200,名詞,一般,*,*,*,*,アガリスク,あがりすく,アガリスク,アガリクス
惡,-1,-1,8641,名詞,一般,*,*,*,*,惡,あく,アク,悪
惡謔,-1,-1,8561,名詞,一般,*,*,*,*,惡謔,あくぎゃく,アクギャク,悪謔
悪虐,-1,-1,8561,名詞,一般,*,*,*,*,悪虐,あくぎゃく,アクギャク,悪逆
アクサー,-1,-1,5203,名詞,一般,*,*,*,*,アクサー,あくさー,アクサー,アクサ
アキス,-1,-1,5200,名詞,一般,*,*,*,*,アキス,あきす,アキス,アクシス
アクセソワ,-1,-1,5193,名詞,一般,*,*,*,*,アクセソワ,あくせそわ,アクセソワ,アクセサリー
アクセシビリティ,-1,-1,5200,名詞,一般,*,*,*,*,アクセシビリティ,あくせしびりてぃ,アクセシビリティ,アクセシビリティー
アクセサ,-1,-1,5201,名詞,一般,*,*,*,*,アクセサ,あくせさ,アクセサ,アクセッサー
アクセプタビリティ,-1,-1,5200,名詞,一般,*,*,*,*,アクセプタビリティ,あくせぷたびりてぃ,アクセプタビリティ,アクセプタビリティー
アクセラレイト,-1,-1,4490,名詞,サ変接続,*,*,*,*,アクセラレイト,あくせられいと,アクセラレート,アクセラレート
アクサン,-1,-1,5177,名詞,一般,*,*,*,*,アクサン,あくさん,アクサン,アクセント
アクターズ,-1,-1,5197,名詞,一般,*,*,*,*,アクターズ,あくたーず,アクターズ,アクター
アクチュアリティ,-1,-1,5200,名詞,一般,*,*,*,*,アクチュアリティ,あくちゅありてぃ,アクチュアリティ,アクチュアリティー
アクティビティ,-1,-1,5200,名詞,一般,*,*,*,*,アクティビティ,あくてぃびてぃ,アクティビティ,アクティビティー
惡徒,-1,-1,8561,名詞,一般,*,*,*,*,惡徒,あくと,アクト,悪徒
惡魔,-1,-1,8872,名詞,一般,*,*,*,*,惡魔,あくま,アクマ,悪魔
アゲーン,-1,-1,5200,名詞,一般,*,*,*,*,アゲーン,あげーん,アゲーン,アゲイン
アクースティック,-1,-1,4167,名詞,形容動詞語幹,*,*,*,*,アクースティック,あくーすてぃっく,アクースティック,アコースティック
アコースティク,-1,-1,5200,名詞,一般,*,*,*,*,アコースティク,あこーすてぃく,アコースティク,アコースティック
アコースティクス,-1,-1,5200,名詞,一般,*,*,*,*,アコースティクス,あこーすてぃくす,アコースティクス,アコースティック
アコースティックス,-1,-1,5200,名詞,一般,*,*,*,*,アコースティックス,あこーすてぃっくす,アコースティックス,アコースティック
頤,-1,-1,8547,名詞,一般,*,*,*,*,頤,あご,アゴ,顎
顋,-1,-1,8181,名詞,一般,*,*,*,*,顋,あご,アゴ,顎
顎髯,-1,-1,8660,名詞,一般,*,*,*,*,顎髯,あごひげ,アゴヒゲ,顎髭
顎鬚,-1,-1,8660,名詞,一般,*,*,*,*,顎鬚,あごひげ,アゴヒゲ,顎髭
アセンブラージュ,-1,-1,5200,名詞,一般,*,*,*,*,アセンブラージュ,あせんぶらーじゅ,アセンブラージュ,アサンブラージュ
水豹,-1,-1,8660,名詞,一般,*,*,*,*,水豹,あざらし,アザラシ,海豹
アゼリア,-1,-1,5199,名詞,一般,*,*,*,*,アゼリア,あぜりあ,アゼリア,アザレア
アザーズ,-1,-1,5200,名詞,一般,*,*,*,*,アザーズ,あざーず,アザーズ,アザー
葦蔭,-1,-1,8660,名詞,一般,*,*,*,*,葦蔭,あしかげ,アシカゲ,葦陰
脚側,-1,-1,8660,名詞,一般,*,*,*,*,脚側,あしがわ,アシガワ,足側
脚首,-1,-1,8562,名詞,一般,*,*,*,*,脚首,あしくび,アシクビ,足首
足頸,-1,-1,8562,名詞,一般,*,*,*,*,足頸,あしくび,アシクビ,足首
蘆毛,-1,-1,8660,名詞,一般,*,*,*,*,蘆毛,あしげ,アシゲ,芦毛
脚先,-1,-1,8744,名詞,一般,*,*,*,*,脚先,あしさき,アシサキ,足先
晨,-1,-1,9071,名詞,一般,*,*,*,*,晨,あした,アシタ,朝
アシッドヘッズ,-1,-1,5200,名詞,一般,*,*,*,*,アシッドヘッズ,あしっどへっず,アシッドヘッズ,アシッドヘッド
芦手,-1,-1,8660,名詞,一般,*,*,*,*,芦手,あしで,アシデ,葦手
芦笛,-1,-1,8660,名詞,一般,*,*,*,*,芦笛,あしぶえ,アシブエ,葦笛
アシメトリ,-1,-1,5200,名詞,一般,*,*,*,*,アシメトリ,あしめとり,アシメトリ,アシメトリー
アシンメトリー,-1,-1,5200,名詞,一般,*,*,*,*,アシンメトリー,あしんめとりー,アシンメトリー,アシメトリー
脚元,-1,-1,8282,名詞,一般,*,*,*,*,脚元,あしもと,アシモト,足元
アシケナージ,-1,-1,5200,名詞,一般,*,*,*,*,アシケナージ,あしけなーじ,アシケナージ,アシュケナージ
アシュヴァッタ,-1,-1,5200,名詞,一般,*,*,*,*,アシュヴァッタ,あしゅうぁった,アシュバッタ,アシュバッタ
アーシュラム,-1,-1,5200,名詞,一般,*,*,*,*,アーシュラム,あーしゅらむ,アーシュラム,アシュラム
足環,-1,-1,8660,名詞,一般,*,*,*,*,足環,あしわ,アシワ,足輪
エイジアン,-1,-1,5199,名詞,一般,*,*,*,*,エイジアン,えいじあん,エージアン,アジアン
アジテータ,-1,-1,5200,名詞,一般,*,*,*,*,アジテータ,あじてーた,アジテータ,アジテーター
アジテイティング,-1,-1,5200,名詞,一般,*,*,*,*,アジテイティング,あじていてぃんぐ,アジテーティング,アジテーティング
アジャスタ,-1,-1,5200,名詞,一般,*,*,*,*,アジャスタ,あじゃすた,アジャスタ,アジャスター
アストロズ,-1,-1,5200,名詞,一般,*,*,*,*,アストロズ,あすとろず,アストロズ,アストロ
アスバラカス,-1,-1,5199,名詞,一般,*,*,*,*,アスバラカス,あすばらかす,アスバラカス,アスパラガス
アスパラテーム,-1,-1,5200,名詞,一般,*,*,*,*,アスパラテーム,あすぱらてーむ,アスパラテーム,アスパルテーム
アスレチックス,-1,-1,5199,名詞,一般,*,*,*,*,アスレチックス,あすれちっくす,アスレチックス,アスレチック
アスレティック,-1,-1,5199,名詞,一般,*,*,*,*,アスレティック,あすれてぃっく,アスレティック,アスレチック
アセタート,-1,-1,5200,名詞,一般,*,*,*,*,アセタート,あせたーと,アセタート,アセテート
アシーニアム,-1,-1,5200,名詞,一般,*,*,*,*,アシーニアム,あしーにあむ,アシーニアム,アセニアム
アソシエイテッド,-1,-1,5200,名詞,一般,*,*,*,*,アソシエイテッド,あそしえいてっど,アソシエーテッド,アソシエーテッド
アソシエイツ,-1,-1,5200,名詞,一般,*,*,*,*,アソシエイツ,あそしえいつ,アソシエーツ,アソシエート
アソシエイト,-1,-1,5200,名詞,一般,*,*,*,*,アソシエイト,あそしえいと,アソシエート,アソシエート
アソシエーツ,-1,-1,5200,名詞,一般,*,*,*,*,アソシエーツ,あそしえーつ,アソシエーツ,アソシエート
價,-1,-1,8082,名詞,サ変接続,*,*,*,*,價,あたい,アタイ,値
寇,-1,-1,8658,名詞,一般,*,*,*,*,寇,あだ,アダ,仇
讎,-1,-1,8658,名詞,一般,*,*,*,*,讎,あだ,アダ,仇
讐,-1,-1,8659,名詞,一般,*,*,*,*,讐,あだ,アダ,仇
綽名,-1,-1,8660,名詞,一般,*,*,*,*,綽名,あだな,アダナ,渾名
綽號,-1,-1,8660,名詞,一般,*,*,*,*,綽號,あだな,アダナ,渾名
諢名,-1,-1,8660,名詞,一般,*,*,*,*,諢名,あだな,アダナ,渾名
仇波,-1,-1,8660,名詞,一般,*,*,*,*,仇波,あだなみ,アダナミ,徒浪
仇夢,-1,-1,8660,名詞,一般,*,*,*,*,仇夢,あだゆめ,アダユメ,徒夢
アダジヨ,-1,-1,5200,名詞,一般,*,*,*,*,アダジヨ,あだじよ,アダジヨ,アダージョ
安知女,-1,-1,8660,名詞,一般,*,*,*,*,安知女,あちめ,アチメ,阿知女
壓潰,-1,-1,7135,名詞,サ変接続,*,*,*,*,壓潰,あっかい,アッカイ,圧潰
アト,-1,-1,4472,名詞,一般,*,*,*,*,アト,あと,アト,アット
アプリケ,-1,-1,4491,名詞,サ変接続,*,*,*,*,アプリケ,あぷりけ,アプリケ,アップリケ
趾,-1,-1,7635,名詞,一般,*,*,*,*,趾,あと,アト,跡
後脚,-1,-1,8707,名詞,一般,*,*,*,*,後脚,あとあし,アトアシ,後足
跡方,-1,-1,8658,名詞,一般,*,*,*,*,跡方,あとかた,アトカタ,跡形
アドウエア,-1,-1,5178,名詞,一般,*,*,*,*,アドウエア,あどうえあ,アドウエア,アドウェア
アドバイサリー,-1,-1,5200,名詞,一般,*,*,*,*,アドバイサリー,あどばいさりー,アドバイサリー,アドバイザリー
アドバイザ,-1,-1,5166,名詞,一般,*,*,*,*,アドバイザ,あどばいざ,アドバイザ,アドバイザー
アドヴァイザー,-1,-1,5161,名詞,一般,*,*,*,*,アドヴァイザー,あどうぁいざー,アドバイザー,アドバイザー
アドヴァイス,-1,-1,4455,名詞,サ変接続,*,*,*,*,アドヴァイス,あどうぁいす,アドバイス,アドバイス
アドバンテイジ,-1,-1,5200,名詞,一般,*,*,*,*,アドバンテイジ,あどばんていじ,アドバンテージ,アドバンテージ
アドバンテッジ,-1,-1,5200,名詞,一般,*,*,*,*,アドバンテッジ,あどばんてっじ,アドバンテッジ,アドバンテージ
アドヴェニエンス,-1,-1,5200,名詞,一般,*,*,*,*,アドヴェニエンス,あどうぇにえんす,アドベニエンス,アドベニエンス
アドヴェンチャラー,-1,-1,5200,名詞,一般,*,*,*,*,アドヴェンチャラー,あどうぇんちゃらー,アドベンチャラー,アドベンチャラー
アドベンチャーズ,-1,-1,5194,名詞,一般,*,*,*,*,アドベンチャーズ,あどべんちゃーず,アドベンチャーズ,アドベンチャー
アドヴェンチャー,-1,-1,5194,名詞,一般,*,*,*,*,アドヴェンチャー,あどうぇんちゃー,アドベンチャー,アドベンチャー
アドヴェンチャーズ,-1,-1,5194,名詞,一般,*,*,*,*,アドヴェンチャーズ,あどうぇんちゃーず,アドベンチャーズ,アドベンチャー
アドヴェント,-1,-1,5200,名詞,一般,*,*,*,*,アドヴェント,あどうぇんと,アドベント,アドベント
アドヴォカート,-1,-1,5200,名詞,一般,*,*,*,*,アドヴォカート,あどうぉかーと,アドボカート,アドボカート
アドボケイト,-1,-1,5200,名詞,一般,*,*,*,*,アドボケイト,あどぼけいと,アドボケート,アドボケート
アドミニストレイター,-1,-1,5200,名詞,一般,*,*,*,*,アドミニストレイター,あどみにすとれいたー,アドミニストレーター,アドミニストレーター
アドリナリン,-1,-1,5200,名詞,一般,*,*,*,*,アドリナリン,あどりなりん,アドリナリン,アドレナリン
竅,-1,-1,7530,名詞,一般,*,*,*,*,竅,あな,アナ,穴
アノンス,-1,-1,5200,名詞,一般,*,*,*,*,アノンス,あのんす,アノンス,アナウンス
アナクロニズムス,-1,-1,5200,名詞,一般,*,*,*,*,アナクロニズムス,あなくろにずむす,アナクロニズムス,アナクロニズム
アナザア,-1,-1,5200,名詞,一般,*,*,*,*,アナザア,あなざあ,アナザー,アナザー
アナムネシス,-1,-1,5200,名詞,一般,*,*,*,*,アナムネシス,あなむねしす,アナムネシス,アナムネーシス
アナキスト,-1,-1,5200,名詞,一般,*,*,*,*,アナキスト,あなきすと,アナキスト,アナーキスト
アナキズム,-1,-1,5200,名詞,一般,*,*,*,*,アナキズム,あなきずむ,アナキズム,アナーキズム
アニヲタ,-1,-1,5876,名詞,一般,*,*,*,*,アニヲタ,あにをた,アニオタ,アニオタ
兄哥,-1,-1,8646,名詞,一般,*,*,*,*,兄哥,あにい,アニー,兄貴
哥兄,-1,-1,8646,名詞,一般,*,*,*,*,哥兄,あにい,アニー,兄貴
ザニヴェルセール,-1,-1,5200,名詞,一般,*,*,*,*,ザニヴェルセール,ざにうぇるせーる,ザニベルセール,アニベルセール
アニマルズ,-1,-1,5200,名詞,一般,*,*,*,*,アニマルズ,あにまるず,アニマルズ,アニマル
アニムズム,-1,-1,5200,名詞,一般,*,*,*,*,アニムズム,あにむずむ,アニムズム,アニミズム
アネクドキ,-1,-1,5200,名詞,一般,*,*,*,*,アネクドキ,あねくどき,アネクドキ,アネクドート
姉聟,-1,-1,8660,名詞,一般,*,*,*,*,姉聟,あねむこ,アネムコ,姉婿
アヴァターラ,-1,-1,5200,名詞,一般,*,*,*,*,アヴァターラ,あうぁたーら,アバターラ,アバターラ
アヴァンギャルド,-1,-1,4168,名詞,形容動詞語幹,*,*,*,*,アヴァンギャルド,あうぁんぎゃるど,アバンギャルド,アバンギャルド
アヴァンセ,-1,-1,5200,名詞,一般,*,*,*,*,アヴァンセ,あうぁんせ,アバンセ,アバンセ
アヴァンティ,-1,-1,5200,名詞,一般,*,*,*,*,アヴァンティ,あうぁんてぃ,アバンティ,アバンティ
アヴァン,-1,-1,5200,名詞,一般,*,*,*,*,アヴァン,あうぁん,アバン,アバント
アヴァント,-1,-1,5200,名詞,一般,*,*,*,*,アヴァント,あうぁんと,アバント,アバント
アパティア,-1,-1,5200,名詞,一般,*,*,*,*,アパティア,あぱてぃあ,アパティア,アパテイア
アパドラヴィヤ,-1,-1,5200,名詞,一般,*,*,*,*,アパドラヴィヤ,あぱどらうぃや,アパトラビヤ,アパトラビア
アパーチャー,-1,-1,5200,名詞,一般,*,*,*,*,アパーチャー,あぱーちゃー,アパーチャー,アパーチュア
アパアト,-1,-1,5137,名詞,一般,*,*,*,*,アパアト,あぱあと,アパート,アパート
アパルトマン,-1,-1,5200,名詞,一般,*,*,*,*,アパルトマン,あぱるとまん,アパルトマン,アパートメント
アパルトメント,-1,-1,5200,名詞,一般,*,*,*,*,アパルトメント,あぱるとめんと,アパルトメント,アパートメント
阿毘,-1,-1,7971,名詞,一般,*,*,*,*,阿毘,あび,アビ,阿鼻
アビェーション,-1,-1,5200,名詞,一般,*,*,*,*,アビェーション,あびぇーしょん,アビエーション,アビエーション
アヴィエイション,-1,-1,5200,名詞,一般,*,*,*,*,アヴィエイション,あうぃえいしょん,アビエーション,アビエーション
アビリティ,-1,-1,5200,名詞,一般,*,*,*,*,アビリティ,あびりてぃ,アビリティ,アビリティー
アビリティーズ,-1,-1,5200,名詞,一般,*,*,*,*,アビリティーズ,あびりてぃーず,アビリティーズ,アビリティー
アベイ,-1,-1,5314,名詞,一般,*,*,*,*,アベイ,あべい,アベー,アビー
アペタイザー,-1,-1,5200,名詞,一般,*,*,*,*,アペタイザー,あぺたいざー,アペタイザー,アピタイザー
アピールズ,-1,-1,4483,名詞,サ変接続,*,*,*,*,アピールズ,あぴーるず,アピールズ,アピール
アファーマチブ,-1,-1,4168,名詞,形容動詞語幹,*,*,*,*,アファーマチブ,あふぁーまちぶ,アファーマチブ,アファーマティブ
アフェア,-1,-1,5200,名詞,一般,*,*,*,*,アフェア,あふぇあ,アフェア,アフェアー
アフェアーズ,-1,-1,5200,名詞,一般,*,*,*,*,アフェアーズ,あふぇあーず,アフェアーズ,アフェアー
アッフレッタンド,-1,-1,5200,名詞,一般,*,*,*,*,アッフレッタンド,あっふれったんど,アッフレッタンド,アフレッタンド
アブシシン,-1,-1,5200,名詞,一般,*,*,*,*,アブシシン,あぶししん,アブシシン,アブシジン
アブストラクツ,-1,-1,5165,名詞,一般,*,*,*,*,アブストラクツ,あぶすとらくつ,アブストラクツ,アブストラクト
アブソーバ,-1,-1,5199,名詞,一般,*,*,*,*,アブソーバ,あぶそーば,アブソーバ,アブソーバー
アプヴェア,-1,-1,5200,名詞,一般,*,*,*,*,アプヴェア,あぷうぇあ,アプベア,アブベール
油汗,-1,-1,8660,名詞,一般,*,*,*,*,油汗,あぶらあせ,アブラアセ,脂汗
油画,-1,-1,8647,名詞,一般,*,*,*,*,油画,あぶらえ,アブラエ,油絵
油糟,-1,-1,8660,名詞,一般,*,*,*,*,油糟,あぶらかす,アブラカス,油粕
アップザイレン,-1,-1,5200,名詞,一般,*,*,*,*,アップザイレン,あっぷざいれん,アップザイレン,アプザイレン
アヴェ,-1,-1,5162,名詞,一般,*,*,*,*,アヴェ,あうぇ,アベ,アベ
アヴェスター,-1,-1,5200,名詞,一般,*,*,*,*,アヴェスター,あうぇすたー,アベスター,アベスタ
アヴェニュー,-1,-1,5200,名詞,一般,*,*,*,*,アヴェニュー,あうぇにゅー,アベニュー,アベニュー
アヴェンジャー,-1,-1,5200,名詞,一般,*,*,*,*,アヴェンジャー,あうぇんじゃー,アベンジャー,アベンジャー
アベイラビリティー,-1,-1,5200,名詞,一般,*,*,*,*,アベイラビリティー,あべいらびりてぃー,アベーラビリティー,アベーラビリティー
アヴェイラビリティ,-1,-1,5200,名詞,一般,*,*,*,*,アヴェイラビリティ,あうぇいらびりてぃ,アベーラビリティ,アベーラビリティー
アヴェイラブル,-1,-1,5200,名詞,一般,*,*,*,*,アヴェイラブル,あうぇいらぶる,アベーラブル,アベーラブル
アボガド,-1,-1,5200,名詞,一般,*,*,*,*,アボガド,あぼがど,アボガド,アボカド
アヴォカド,-1,-1,5200,名詞,一般,*,*,*,*,アヴォカド,あうぉかど,アボカド,アボカド
アボリジニー,-1,-1,5200,名詞,一般,*,*,*,*,アボリジニー,あぼりじにー,アボリジニー,アボリジニ
アポロジニ,-1,-1,5200,名詞,一般,*,*,*,*,アポロジニ,あぽろじに,アポロジニ,アボリジニ
甘嚙,-1,-1,8660,名詞,一般,*,*,*,*,甘嚙,あまがみ,アマガミ,甘噛
アミコ,-1,-1,5200,名詞,一般,*,*,*,*,アミコ,あみこ,アミコ,アミーゴ
アメーバー,-1,-1,5200,名詞,一般,*,*,*,*,アメーバー,あめーばー,アメーバー,アメーバ
アーユル,-1,-1,5200,名詞,一般,*,*,*,*,アーユル,あーゆる,アーユル,アユル
アライメント,-1,-1,4490,名詞,サ変接続,*,*,*,*,アライメント,あらいめんと,アライメント,アラインメント
アラク,-1,-1,5200,名詞,一般,*,*,*,*,アラク,あらく,アラク,アラック
アララビアータ,-1,-1,5200,名詞,一般,*,*,*,*,アララビアータ,あららびあーた,アララビアータ,アラビアータ
粗莚,-1,-1,8660,名詞,一般,*,*,*,*,粗莚,あらむしろ,アラムシロ,粗筵
アレーナ,-1,-1,5214,名詞,一般,*,*,*,*,アレーナ,あれーな,アレーナ,アリーナ
アッ,-1,-1,5993,名詞,一般,*,*,*,*,アッ,あっ,アッ,アル
アルカザール,-1,-1,5200,名詞,一般,*,*,*,*,アルカザール,あるかざーる,アルカザール,アルカサル
アークトウルス,-1,-1,5200,名詞,一般,*,*,*,*,アークトウルス,あーくとうるす,アルクトールス,アルクトゥルス
アルコーヴ,-1,-1,5200,名詞,一般,*,*,*,*,アルコーヴ,あるこーう,アルコーブ,アルコーブ
アルジェブレック,-1,-1,5200,名詞,一般,*,*,*,*,アルジェブレック,あるじぇぶれっく,アルジェブレック,アルジェブレイク
アーニカ,-1,-1,5200,名詞,一般,*,*,*,*,アーニカ,あーにか,アーニカ,アルニカ
アルバイタ,-1,-1,5223,名詞,一般,*,*,*,*,アルバイタ,あるばいた,アルバイタ,アルバイター
アルビジョア,-1,-1,5200,名詞,一般,*,*,*,*,アルビジョア,あるびじょあ,アルビジョア,アルビジョワ
アルビノ,-1,-1,5200,名詞,一般,*,*,*,*,アルビノ,あるびの,アルビノ,アルビーノ
アルファベート,-1,-1,5197,名詞,一般,*,*,*,*,アルファベート,あるふぁべーと,アルファベート,アルファベット
アルボオス,-1,-1,5200,名詞,一般,*,*,*,*,アルボオス,あるぼおす,アルボース,アルボース
アルマダ,-1,-1,5200,名詞,一般,*,*,*,*,アルマダ,あるまだ,アルマダ,アルマーダ
アーマーダ,-1,-1,5200,名詞,一般,*,*,*,*,アーマーダ,あーまーだ,アーマーダ,アルマーダ
アルミニュウム,-1,-1,5197,名詞,一般,*,*,*,*,アルミニュウム,あるみにゅうむ,アルミニューム,アルミニウム
アルミニューム,-1,-1,5197,名詞,一般,*,*,*,*,アルミニューム,あるみにゅーむ,アルミニューム,アルミニウム
アレクサンドライト,-1,-1,5200,名詞,一般,*,*,*,*,アレクサンドライト,あれくさんどらいと,アレクサンドライト,アレキサンドライト
アロマテラピー,-1,-1,5200,名詞,一般,*,*,*,*,アロマテラピー,あろまてらぴー,アロマテラピー,アロマセラピー
アローズ,-1,-1,5200,名詞,一般,*,*,*,*,アローズ,あろーず,アローズ,アロー
アオード,-1,-1,5195,名詞,一般,*,*,*,*,アオード,あおーど,アオード,アワード
按,-1,-1,8015,名詞,一般,*,*,*,*,按,あん,アン,案
安佚,-1,-1,7890,名詞,形容動詞語幹,*,*,*,*,安佚,あんいつ,アンイツ,安逸
アンカーズ,-1,-1,5185,名詞,一般,*,*,*,*,アンカーズ,あんかーず,アンカーズ,アンカー
アンガジュマン,-1,-1,5200,名詞,一般,*,*,*,*,アンガジュマン,あんがじゅまん,アンガジュマン,アンガージュマン
アングラーズ,-1,-1,5200,名詞,一般,*,*,*,*,アングラーズ,あんぐらーず,アングラーズ,アングラー
闇黒,-1,-1,8558,名詞,一般,*,*,*,*,闇黒,あんこく,アンコク,暗黒
アンスァー,-1,-1,5196,名詞,一般,*,*,*,*,アンスァー,あんさー,アンサー,アンサー
アンゼラス,-1,-1,5200,名詞,一般,*,*,*,*,アンゼラス,あんぜらす,アンゼラス,アンジェラス
アンスティテュ,-1,-1,5200,名詞,一般,*,*,*,*,アンスティテュ,あんすてぃてゅ,アンスティチュ,アンスティチュ
アンジェリカ,-1,-1,5200,名詞,一般,*,*,*,*,アンジェリカ,あんじぇりか,アンジェリカ,アンゼリカ
アンタチャブル,-1,-1,4168,名詞,形容動詞語幹,*,*,*,*,アンタチャブル,あんたちゃぶる,アンタチャブル,アンタッチャブル
ナンタンデュ,-1,-1,5200,名詞,一般,*,*,*,*,ナンタンデュ,なんたんでゅ,ナンタンデュ,アンタンデュ
アンダルシヤン,-1,-1,5200,名詞,一般,*,*,*,*,アンダルシヤン,あんだるしやん,アンダルシヤン,アンダルシアン
アンティポード,-1,-1,5200,名詞,一般,*,*,*,*,アンティポード,あんてぃぽーど,アンティポード,アンチポード
闇中,-1,-1,8560,名詞,一般,*,*,*,*,闇中,あんちゅう,アンチュー,暗中
アンチョビ,-1,-1,5200,名詞,一般,*,*,*,*,アンチョビ,あんちょび,アンチョビ,アンチョビー
アンティック,-1,-1,4167,名詞,形容動詞語幹,*,*,*,*,アンティック,あんてぃっく,アンティック,アンティーク
アンティークス,-1,-1,5197,名詞,一般,*,*,*,*,アンティークス,あんてぃーくす,アンティークス,アンティーク
案定,-1,-1,6426,名詞,サ変接続,*,*,*,*,案定,あんてい,アンテー,安定
案定,-1,-1,6426,名詞,形容動詞語幹,*,*,*,*,案定,あんてい,アンテー,安定
アンテリア,-1,-1,5200,名詞,一般,*,*,*,*,アンテリア,あんてりあ,アンテリア,アンテリアー
アンディブ,-1,-1,5200,名詞,一般,*,*,*,*,アンディブ,あんでぃぶ,アンディブ,アンディーブ
安途,-1,-1,7034,名詞,サ変接続,*,*,*,*,安途,あんど,アンド,安堵
行燈,-1,-1,8558,名詞,一般,*,*,*,*,行燈,あんどん,アンドン,行灯
アンドーンティッド,-1,-1,5200,名詞,一般,*,*,*,*,アンドーンティッド,あんどーんてぃっど,アンドーンティッド,アンドーンテッド
アニョハセヨ,-1,-1,5200,名詞,一般,*,*,*,*,アニョハセヨ,あにょはせよ,アニョハセヨ,アンニョンハセヨ
塩配,-1,-1,7826,名詞,一般,*,*,*,*,塩配,あんばい,アンバイ,塩梅
按梅,-1,-1,7826,名詞,一般,*,*,*,*,按梅,あんばい,アンバイ,塩梅
案配,-1,-1,6230,名詞,サ変接続,*,*,*,*,案配,あんばい,アンバイ,按排
アンビギュイティー,-1,-1,5200,名詞,一般,*,*,*,*,アンビギュイティー,あんびぎゅいてぃー,アンビギュイティー,アンビギュイティ
アンビヴァレンス,-1,-1,5200,名詞,一般,*,*,*,*,アンビヴァレンス,あんびうぁれんす,アンビバレンス,アンビバレンス
アンビリバボー,-1,-1,5200,名詞,一般,*,*,*,*,アンビリバボー,あんびりばぼー,アンビリバボー,アンビリーバブル
アンビリーバボー,-1,-1,5200,名詞,一般,*,*,*,*,アンビリーバボー,あんびりーばぼー,アンビリーバボー,アンビリーバブル
アンブリン,-1,-1,5200,名詞,一般,*,*,*,*,アンブリン,あんぶりん,アンブリン,アンブリング
アンプロンプテュ,-1,-1,5200,名詞,一般,*,*,*,*,アンプロンプテュ,あんぷろんぷてゅ,アンプロンプチュ,アンプロンプチュ
アンモニヤ,-1,-1,5199,名詞,一般,*,*,*,*,アンモニヤ,あんもにや,アンモニヤ,アンモニア
アンレーヴ,-1,-1,5200,名詞,一般,*,*,*,*,アンレーヴ,あんれーう,アンレーブ,アンレーブ
アーカイバ,-1,-1,5200,名詞,一般,*,*,*,*,アーカイバ,あーかいば,アーカイバ,アーカイバー
